Current Reporting Period,ProjectCounter,ProjectUnitCounter,Duplicate,Entity,Sector,Product,Class,Channel,Status,ProjectCode,Municipality,State,Zip,County,CensusTract,Current MSA AMI Band,Vintage MSA AMI Band,Current MSA SMI Band,Vintage MSA SMI Band,Current Distressed,Vintage Distressed,ElectricUtility,Contractor,Lender,Market,ProjectType,Technology,RSIP Step,Bundle Type,SmarteBundle,SmarteNaturalGasSpecialOffer,SmarteHeatPumpSpecialOffer,SolarLeaseType,PropertyType,Food/Organic Waste (tons/yr),NumberOfMeasures,MultiMeasure,Square Footage,FundingSource,SF Record Type,OrphanStatus,PowerClerkNumber,PACENumber,MFHNumber,IRBRequestNumber,Solarize,RSIP System Financing Type,Resi Financing,SHREC,REC Type,Term,Rate,PPA Lease Price,Rate Type,ESA Opt In,ESA Price,Monthly ESA Cost,DTI,FICO Score,Credit Range,ReceivedDate,CYQtrReceived,CYReceived,FYQtrReceived,FYReceived,ApprovedDate,CYQtrApproved,CYApproved,FYQtrApproved,FYApproved,ClosedDate,CYQtrClosed,CYClosed,FYQtrClosed,FYClosed,CompletedDate,CYQtrCompleted,CYCompleted,FYQtrCompleted,FYCompleted,DecommissionedDate,TotalCapitalDeployed,AmountFinanced,LeaseFairMarketValue,ActualGrossCost,AdjustedGrossCost,CGBIncentiveAmount,CGBIncentiveAmount2,RSIPIncentiveAmount,OtherIncentiveAmount,IRBAmount,LLRAmount,SmarteLLRAmount,TotalLLRAmount,TotalCGBCreditEnhancements,GreenBankAdvanceRate,TotalCGBLoansLeases,TotalCGBInvestment,TotalCGBInvestment2,TotalPrivateInvestment,TotalPrivateInvestment2,TotalInvestment,TotalInvestment2,kW STC,MW,Watts,AnnualMMBTUSavedProduced,LifetimeMMBTUSavedProduced,AnnualCostSavings,LifetimeCostSavings,CalculatedAnnualMMBTUProducedSaved,CalculatedLifetimeMMBTUProducedSaved,CapacityFactor,ExpectedUsefulLife,ExpectedAnnualGeneration(kWh),ExpectedAnnualGeneration(MWh),ExpectedLifetimeGeneration(kWh),ExpectedLifetimeGeneration(MWh),Emission Rate Factor Helper,AnnualCO2EmissTonsPerMwh,AnnualNOXEmissLbsPerMwh,AnnualSO2EmissLbsPerMwh,AnnualPM2.5EmissLbsPerMwh,LifetimeCO2EmissTonsPerMwh,LifetimeNOXEmissLbsPerMwh,LifetimeSO2EmissLbsPerMwh,LifetimePM2.5EmissLbsPerMwh,AnnualVehiclesDriven,AnnualMilesDriven,AnnualGallonsGasoline,AnnualHomesEnergyUse,AnnualTreeSeedlings,AnnualAcresForests,LifetimeVehiclesDriven,LifetimeMilesDriven,LifetimeGallonsGasoline,LifetimeHomesEnergyUse,LifetimeTreeSeedlings,LifetimeAcresForests,JobsMethodHelper,DirectJobYears,IndirectInducedJobYears,TotalJobYears,AnnualPublicHealthLow,AnnualPublicHealthHigh,LifetimePublicHealthLow,LifetimePublicHealthHigh,IndividualIncomeTaxesGenerated,CorporateTaxesGenerated,SalesTaxesGenerated,TotalTaxRevenueGenerated,State House District,State Senate District,Congressional District,Opportunity Zone,USDA Rurality,MSA Vintage CRA AMI Band,MSA Vintage CRA SMI Band,ProgramSegment,RSIP Exclusions,ZREC kWh,ZREC MWh,Vintage MSA AMI Band Sort,MSA Vintage CRA AMI Band Sort,Vintage EJ Poverty Level,Vintage Vulnerable Community,Vulnerable Community Category,RaceEthnicityCategoryVintage,VintageEJCommunity,Scrubbed Contractor,Contractor Id,CRA Qualified,LMI Qualified,COG Name,Cost Membership,DOE_Justice40,SQL_Source,PropertyTaxesGenerated,LastModifiedDate,file_part
2025-10-07 18:16:31.893,1,1,No,CGB,Infrastructure,RSIP,PBI,NULL,Completed,RPV-06658,Wolcott,CT,6716,New Haven County,361100,120+,120+,120+,120+,Not Distressed,Not Distressed,Eversource,SolarCity,NULL,Residential,RE,PV,Step 5,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RPV-06658,NULL,NULL,NULL,No,PPA,N/A,SHREC,REC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-10-10 00:00:00.000,Q4,2014,Q2,2015,2014-11-03 00:00:00.000,Q4,2014,Q2,2015,2014-11-03 00:00:00.000,Q4,2014,Q2,2015,2015-12-10 00:00:00.000,Q4,2015,Q2,2016,,66937.50,NULL,NULL,66937.50,66937.50,7386.33,7386.33,7386.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7386.33000,7386.33000,59551.17000,59551.17000,66937.50000,66937.50000,12.75000,0.0127500000,12750.00000,NULL,NULL,1198.80,29970.0000,49.541216,1238.53041,0.130,25.00,14519.7000000,14.519700000000,362992.50,362.992500000000,2015PV,8.42142600,9.87339600,10.01859300,0.72598500,210.535650,246.834900,250.464825,18.149625,1.700084,19584.971535,859.658922,0.962872,126.324565,9.110585,42.502100,489624.288375,21491.473050,24.071800,3158.114125,227.764625,2010ResidentialPV,0.39000000000,0.63000000000,1.02000000000,281.682180,635.962860,7042.054500,15899.071500,1309.50,1686.36,0.00,2995.86,State House District 80,State Senate District 16,CT5,Not Eligible,Eligible,120+,120+,Incentive,SolarCity System Owner,0.044000000010000005,44.00000001000001,5,4,No,Not Vulnerable,None,Need to Fix,Not EJ Community,SolarCity,TBD,Not CRA,Not LMI,Naugatuck Valley,Yes,Not Justice 40,v_RSIP_ALL_PROGRAMS_KPI,0.00,2025-10-07 18:16:31.893,3
2025-10-07 18:16:31.893,1,1,No,CGB,Infrastructure,RSIP,PBI,NULL,Completed,RPV-09621,Stonington,CT,6355,New London County,702100,100-120,120+,100-120,120+,Not Distressed,Not Distressed,Eversource,Sunrun,NULL,Residential,RE,PV,Step 6,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RPV-09621,NULL,NULL,NULL,No,Lease,N/A,SHREC,SHREC T5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015-02-24 00:00:00.000,Q1,2015,Q3,2015,2015-02-25 00:00:00.000,Q1,2015,Q3,2015,2015-02-25 00:00:00.000,Q1,2015,Q3,2015,2015-03-24 00:00:00.000,Q1,2015,Q3,2015,,32637.50,NULL,NULL,32637.50,32637.50,4655.12,4655.12,4655.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4655.12000,4655.12000,27982.38000,27982.38000,32637.50000,32637.50000,8.75000,0.0087500000,8750.00000,NULL,NULL,1198.80,29970.0000,33.998874,849.97185,0.130,25.00,9964.5000000,9.964500000000,249112.50,249.112500000000,2015PV,5.77941000,6.77586000,6.87550500,0.49822500,144.485250,169.396500,171.887625,12.455625,1.166724,13440.666740,589.962005,0.660795,86.693329,6.252362,29.168100,336016.668500,14749.050125,16.519875,2167.333225,156.309050,2010ResidentialPV,0.19000000000,0.31000000000,0.50000000000,193.311300,436.445100,4832.782500,10911.127500,638.49,822.24,0.00,1460.73,State House District 40,State Senate District 18,CT2,Not Eligible,Eligible,80-120,80-120,Incentive,Include,0.04040000001000001,40.400000010000014,5,3,No,Not Vulnerable,None,Need to Fix,Not EJ Community,Sunrun,TBD,Not CRA,Not LMI,Southeastern CT,Yes,Not Justice 40,v_RSIP_ALL_PROGRAMS_KPI,0.00,2025-10-07 18:16:31.893,3
2025-10-07 18:16:31.893,1,1,No,CGB,Infrastructure,RSIP,PBI,NULL,Completed,RPV-07254,North Haven,CT,6473,New Haven County,167300,NULL,120+,NULL,120+,Not Distressed,Not Distressed,United Illuminating,SolarCity,NULL,Residential,RE,PV,Step 6,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RPV-07254,NULL,NULL,NULL,No,PPA,N/A,SHREC,SHREC T1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-12-22 00:00:00.000,Q4,2014,Q2,2015,2015-01-15 00:00:00.000,Q1,2015,Q3,2015,2015-01-15 00:00:00.000,Q1,2015,Q3,2015,2015-03-18 00:00:00.000,Q1,2015,Q3,2015,,48195.00,NULL,NULL,48195.00,48195.00,3631.20,3631.20,3631.20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3631.20000,3631.20000,44563.80000,44563.80000,48195.00000,48195.00000,9.18000,0.0091800000,9180.00000,NULL,NULL,1198.80,29970.0000,35.669676,891.74190,0.130,25.00,10454.1840000,10.454184000000,261354.60,261.354600000000,2015PV,6.06342672,7.10884512,7.21338696,0.52270920,151.585668,177.721128,180.334674,13.067730,1.224060,14101.179506,618.954424,0.693268,90.953687,6.559621,30.601500,352529.487650,15473.860600,17.331700,2273.842175,163.990525,2010ResidentialPV,0.28000000000,0.45000000000,0.73000000000,202.811170,457.893259,5070.279240,11447.331480,942.84,1214.18,0.00,2157.02,State House District 87,State Senate District 34,CT3,Not Eligible,Not Eligible,80-120,80-120,Incentive,SolarCity System Owner,0.03000000001,30.00000001,5,3,No,Not Vulnerable,None,Need to Fix,Not EJ Community,SolarCity,TBD,Not CRA,Not LMI,South Central CT,Yes,Not Justice 40,v_RSIP_ALL_PROGRAMS_KPI,0.00,2025-10-07 18:16:31.893,3
2025-10-07 18:16:31.893,1,1,No,CGB,Infrastructure,RSIP,PBI,NULL,Completed,RPV-08093,Voluntown,CT,6384,New London County,708100,100-120,100-120,100-120,100-120,Distressed,Not Distressed,Eversource,Kilowatt Systems,NULL,Residential,RE,PV,Step 5,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RPV-08093,NULL,NULL,NULL,No,Lease,N/A,SHREC,SHREC T1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-12-03 00:00:00.000,Q4,2014,Q2,2015,2015-01-08 00:00:00.000,Q1,2015,Q3,2015,2015-01-08 00:00:00.000,Q1,2015,Q3,2015,2015-11-24 00:00:00.000,Q4,2015,Q2,2016,,30981.00,NULL,NULL,30981.00,30981.00,6124.13,6124.13,6124.13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6124.13000,6124.13000,24856.87000,24856.87000,30981.00000,30981.00000,8.98000,0.0089800000,8980.00000,NULL,NULL,1198.80,29970.0000,34.892559,872.31397,0.130,25.00,10226.4240000,10.226424000000,255660.60,255.660600000000,2015PV,5.93132592,6.95396832,7.05623256,0.51132120,148.283148,173.849208,176.405814,12.783030,1.197392,13793.964266,605.469578,0.678164,88.972125,6.416710,29.934800,344849.106650,15136.739450,16.954100,2224.303125,160.417750,2010ResidentialPV,0.18000000000,0.29000000000,0.47000000000,198.392626,447.917371,4959.815640,11197.934280,606.08,780.50,0.00,1386.58,State House District 45,State Senate District 18,CT2,Not Eligible,Eligible,80-120,80-120,Incentive,Include,0.05180000001000003,51.800000010000026,4,3,No,Not Vulnerable,None,Need to Fix,Not EJ Community,"Kilowatt Systems, LLC",TBD,Not CRA,Not LMI,Northeastern CT,Yes,Not Justice 40,v_RSIP_ALL_PROGRAMS_KPI,0.00,2025-10-07 18:16:31.893,3
2025-10-07 18:16:31.893,1,1,No,CGB,Infrastructure,RSIP,PBI,NULL,Completed,RPV-01051,Fairfield,CT,6825,Fairfield County,61300,80-100,80-100,100-120,100-120,Not Distressed,Not Distressed,United Illuminating,Kilowatt Systems,NULL,Residential,RE,PV,Step 4,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RPV-01051,NULL,NULL,NULL,Yes,Lease,N/A,Pre-SHREC,REC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013-01-03 00:00:00.000,Q1,2013,Q3,2013,2014-02-18 00:00:00.000,Q1,2014,Q3,2014,2014-02-18 00:00:00.000,Q1,2014,Q3,2014,2014-05-13 00:00:00.000,Q2,2014,Q4,2014,,24850.00,NULL,NULL,24850.00,24850.00,7979.22,7979.22,7979.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7979.22000,7979.22000,16870.78000,16870.78000,24850.00000,24850.00000,7.00000,0.0070000000,7000.00000,NULL,NULL,1198.80,29970.0000,27.199099,679.97748,0.130,25.00,7971.6000000,7.971600000000,199290.00,199.290000000000,2014PV,4.62352800,6.53671200,7.89188400,0.39858000,115.588200,163.417800,197.297100,9.964500,0.933379,10752.533392,471.969604,0.528636,69.354663,5.001890,23.334475,268813.334800,11799.240100,13.215900,1733.866575,125.047250,2010ResidentialPV,0.15000000000,0.23000000000,0.38000000000,154.649040,349.156080,3866.226000,8728.902000,486.14,626.05,0.00,1112.19,State House District 133,State Senate District 28,CT4,Not Eligible,Eligible,80-120,80-120,Incentive,Include,0.08650000001000002,86.50000001000002,3,3,No,Vulnerable,LMI,Need to Fix,Not EJ Community,"Kilowatt Systems, LLC",TBD,Not CRA,LMI,Greater Bridgeport,No,Not Justice 40,v_RSIP_ALL_PROGRAMS_KPI,0.00,2025-10-07 18:16:31.893,3
2025-10-07 18:16:31.893,1,1,No,CGB,Infrastructure,RSIP,PBI,NULL,Completed,RPV-04981,Torrington,CT,6790,Litchfield County,310100,60-80,80-100,60-80,80-100,Distressed,Distressed,Eversource,SolarCity,NULL,Residential,RE,PV,Step 4,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RPV-04981,NULL,NULL,NULL,No,PPA,N/A,SHREC,REC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-23 00:00:00.000,Q3,2014,Q1,2015,2014-08-01 00:00:00.000,Q3,2014,Q1,2015,2014-08-01 00:00:00.000,Q3,2014,Q1,2015,2015-12-17 00:00:00.000,Q4,2015,Q2,2016,,32812.50,NULL,NULL,32812.50,32812.50,8341.92,8341.92,8341.92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8341.92000,8341.92000,24470.58000,24470.58000,32812.50000,32812.50000,6.25000,0.0062500000,6250.00000,NULL,NULL,1198.80,29970.0000,24.284910,607.12275,0.130,25.00,7117.5000000,7.117500000000,177937.50,177.937500000000,2015PV,4.12815000,4.83990000,4.91107500,0.35587500,103.203750,120.997500,122.776875,8.896875,0.833374,9600.476243,421.401432,0.471996,61.923806,4.465973,20.834350,240011.906075,10535.035800,11.799900,1548.095150,111.649325,2010ResidentialPV,0.19000000000,0.31000000000,0.50000000000,138.079500,311.746500,3451.987500,7793.662500,641.91,826.65,0.00,1468.56,State House District 65,State Senate District 30,CT5,Not Eligible,Not Eligible,50-80,50-80,Incentive,SolarCity System Owner,0.10130000001000002,101.30000001000002,3,2,No,Vulnerable,"LMI,CRA,Distressed",Need to Fix,EJ Community,SolarCity,TBD,CRA,LMI,Northwest Hills,Yes,Not Justice 40,v_RSIP_ALL_PROGRAMS_KPI,0.00,2025-10-07 18:16:31.893,3
2025-10-07 18:16:31.893,1,1,No,CGB,Infrastructure,RSIP,PBI,NULL,Completed,RPV-11906,Salisbury,CT,6039,Litchfield County,261100,80-100,100-120,80-100,100-120,Not Distressed,Not Distressed,Eversource,SolarCity,NULL,Residential,RE,PV,Step 7,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RPV-11906,NULL,NULL,NULL,No,PPA,N/A,SHREC,SHREC T4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015-06-01 00:00:00.000,Q2,2015,Q4,2015,2015-06-09 00:00:00.000,Q2,2015,Q4,2015,2015-06-09 00:00:00.000,Q2,2015,Q4,2015,2015-07-29 00:00:00.000,Q3,2015,Q1,2016,,42315.00,NULL,NULL,42315.00,42315.00,2779.46,2779.46,2779.46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2779.46000,2779.46000,39535.54000,39535.54000,42315.00000,42315.00000,8.06000,0.0080600000,8060.00000,NULL,NULL,1198.80,29970.0000,31.317820,782.94550,0.130,25.00,9178.7280000,9.178728000000,229468.20,229.468200000000,2015PV,5.32366224,6.24153504,6.33332232,0.45893640,133.091556,156.038376,158.333058,11.473410,1.074720,12380.774163,543.439287,0.608686,79.856941,5.759319,26.868000,309519.354075,13585.982175,15.217150,1996.423525,143.982975,2010ResidentialPV,0.25000000000,0.40000000000,0.65000000000,178.067323,402.028286,4451.683080,10050.707160,827.81,1066.04,0.00,1893.85,State House District 64,State Senate District 30,CT5,Not Eligible,Eligible,80-120,80-120,Incentive,SolarCity System Owner,0.026100000010000002,26.100000010000002,4,3,No,Not Vulnerable,None,Need to Fix,Not EJ Community,SolarCity,TBD,Not CRA,Not LMI,Northwest Hills,Yes,Not Justice 40,v_RSIP_ALL_PROGRAMS_KPI,0.00,2025-10-07 18:16:31.893,3
2025-10-07 18:16:31.893,1,1,No,CGB,Infrastructure,RSIP,PBI,NULL,Completed,RPV-06659,Orange,CT,6477,New Haven County,157300,120+,120+,120+,120+,Not Distressed,Not Distressed,United Illuminating,Kilowatt Systems,NULL,Residential,RE,PV,Step 5,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RPV-06659,NULL,NULL,NULL,No,Lease,N/A,SHREC,REC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-10-10 00:00:00.000,Q4,2014,Q2,2015,2014-11-03 00:00:00.000,Q4,2014,Q2,2015,2014-11-03 00:00:00.000,Q4,2014,Q2,2015,2016-01-28 00:00:00.000,Q1,2016,Q3,2016,,34262.40,NULL,NULL,34262.40,34262.40,8447.00,8447.00,8447.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8447.00000,8447.00000,25815.40000,25815.40000,34262.40000,34262.40000,9.96000,0.0099600000,9960.00000,NULL,NULL,1198.80,29970.0000,38.700433,967.51081,0.130,25.00,11342.4480000,11.342448000000,283561.20,283.561200000000,2016PV,6.46519536,6.69204432,4.65040368,0.56712240,161.629884,167.301108,116.260092,14.178060,1.305168,15035.537580,659.966955,0.739205,96.980368,6.994268,32.629200,375888.439500,16499.173875,18.480125,2424.509200,174.856700,2010ResidentialPV,0.20000000000,0.32000000000,0.52000000000,220.043491,496.799222,5501.087280,12419.980560,670.28,863.17,0.00,1533.45,State House District 119,State Senate District 14,CT3,Not Eligible,Eligible,120+,120+,Incentive,Include,0.06440000001000001,64.40000001000001,5,4,No,Not Vulnerable,None,Need to Fix,Not EJ Community,"Kilowatt Systems, LLC",TBD,Not CRA,Not LMI,South Central CT,Yes,Not Justice 40,v_RSIP_ALL_PROGRAMS_KPI,0.00,2025-10-07 18:16:31.893,3
2025-10-07 18:16:31.893,1,1,No,CGB,Infrastructure,RSIP,PBI,NULL,Completed,RPV-09622,Plainville,CT,6062,Hartford County,420500,80-100,60-80,80-100,60-80,Not Distressed,Not Distressed,Eversource,Sunrun,NULL,Residential,RE,PV,Step 6,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RPV-09622,NULL,NULL,NULL,No,Lease,N/A,SHREC,SHREC T4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015-02-24 00:00:00.000,Q1,2015,Q3,2015,2015-02-25 00:00:00.000,Q1,2015,Q3,2015,2015-02-25 00:00:00.000,Q1,2015,Q3,2015,2015-04-09 00:00:00.000,Q2,2015,Q4,2015,,14920.00,NULL,NULL,14920.00,14920.00,1640.72,1640.72,1640.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1640.72000,1640.72000,13279.28000,13279.28000,14920.00000,14920.00000,4.00000,0.0040000000,4000.00000,NULL,NULL,1198.80,29970.0000,15.542342,388.55856,0.130,25.00,4555.2000000,4.555200000000,113880.00,113.880000000000,2015PV,2.64201600,3.09753600,3.14308800,0.22776000,66.050400,77.438400,78.577200,5.694000,0.533360,6144.304795,269.696917,0.302078,39.631236,2.858223,13.334000,153607.619875,6742.422925,7.551950,990.780900,71.455575,2010ResidentialPV,0.09000000000,0.14000000000,0.23000000000,88.370880,199.517760,2209.272000,4987.944000,291.88,375.88,0.00,667.76,State House District 22,State Senate District 31,CT5,Not Eligible,Eligible,80-120,80-120,Incentive,Include,0.03110000001,31.10000001,2,3,No,Vulnerable,LMI,Need to Fix,Not EJ Community,Sunrun,TBD,Not CRA,LMI,Capitol,Yes,Not Justice 40,v_RSIP_ALL_PROGRAMS_KPI,0.00,2025-10-07 18:16:31.893,3
2025-10-07 18:16:31.893,1,1,No,CGB,Infrastructure,RSIP,EPBB,NULL,Completed,RPV-60838,Stratford,CT,6614,Fairfield County,80900,80-100,80-100,120+,100-120,Distressed,Distressed,United Illuminating,Trinity Solar,NULL,Residential,RE,PV,Step 17,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RPV-60838,NULL,NULL,NULL,No,Other Homeowner Purchase,N/A,SHREC,RSIP-E Batch 1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2021-08-13 00:00:00.000,Q3,2021,Q1,2022,2021-08-18 00:00:00.000,Q3,2021,Q1,2022,2021-08-18 00:00:00.000,Q3,2021,Q1,2022,2022-01-27 00:00:00.000,Q1,2022,Q3,2022,,28100.00,NULL,NULL,28100.00,28100.00,1147.00,1147.00,1147.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1147.00000,1147.00000,26953.00000,26953.00000,28100.00000,28100.00000,5.10000,0.0051000000,5100.00000,NULL,NULL,1198.80,29970.0000,19.816487,495.41216,0.130,25.00,5807.8800000,5.807880000000,145197.00,145.197000000000,2022PV,3.25241280,1.51004880,1.21965480,0.29039400,81.310320,37.751220,30.491370,7.259850,0.656584,7563.851076,332.006204,0.371868,48.787418,3.518571,16.414600,189096.276900,8300.155100,9.296700,1219.685450,87.964275,2018ResidentialPV,0.11000000000,0.14000000000,0.25000000000,23.231520,52.851708,580.788000,1321.292700,586.67,755.52,0.00,1342.19,State House District 120,State Senate District 21,CT3,Not Eligible,Not Eligible,80-120,80-120,Incentive,Include,0.017000000010000006,17.000000010000004,3,3,No,Vulnerable,"LMI,Distressed",Need to Fix,EJ Community,Trinity Solar,TBD,Not CRA,LMI,Greater Bridgeport,No,Not Justice 40,v_RSIP_ALL_PROGRAMS_KPI,0.00,2025-10-07 18:16:31.893,3
